transicion,par_ondas,id_hogar,ola,zona,region,estrato,t_hogar,t_personas,ordeninforma,tipo_vivienda,material_pisos,material_paredes,sp_energia,sp_estrato,sp_gasnatural,sp_acueducto,sp_alcantarillado,sp_telefono,sp_recoleccion_basura,eliminan_basura,t_hogares,uc_fabricas,uc_basureros,uc_plaza_mercado,uc_terminal_bus,uc_aeropuerto,uc_cagno_agua,uc_planta_tratamiento,uc_trans_hidrocarburo,uc_linea_alta_tension,inundacion,avalancha,creciente,hundimiento,terremoto,t_cuartos_hogar,t_cuartos_dormir,servicio_sanitario,uso_sanitario,obtencion_agua,sitio_alimentos,cocina_es,energia_cocinan,tenencia_vivienda,recursos_propios,credito_financiera,prestamo_familiar,otra_financiacion,cambio_vivienda,n_neveras,n_lavadoras,n_secadoras,n_licuadoras,n_hornos,n_microondas,n_calentadores,n_duchas,n_aire_acondicionado,n_televisores,n_radios,n_equipos_sonido,n_equipos_video,n_television_cable,n_internet,n_computadores,n_bicicletas,motocicletas,automoviles,lotes,casas,oficina,transporte,semovientes,familias_accion,jovenes_accion,sena,red_juntos,icbf,sub_desempleo,caja_subsprest,caja_saludrec,ayu_emergencias,prg_adultomayor,ayu_desplazados,ayu_fam_colom,ayu_fam_ext,ayu_alimentos,ayu_orgintern,ayu_ong,ayu_religiosas,eay_fam_colom,eay_fam_exte,eay_alimentos,eay_otras,tienen_deudas,fechai_ano_1,period_cuota_1,act_dinero,act_fondos,act_cesantias,act_bonos_gob,act_bonos_emp,act_inversiones,act_roscas,act_dineroprestado,act_segvida,act_segveh,act_segviv,act_segmaq,act_herencias,act_polizas,act_vtainm,act_vtaneg,fhog,fexhog,riqueza_pca,tercil2010,zona_fuente,tit_baldios,prg_tierras,agro_ingresos,act_segcosechas,llave_ID_lb,orden,nac_ano,edad,edad_meses,grado_educ,onda,zona_2010,RegionLb,consecutivo,hogar,otra_financiacion_cual,incendio,vendaval,sisben_hogar,n_celular,equip_oficina,equip_maq,ayu_desastres_nat,oayuda_cual,ayu_otra,act_boninv,act_prestamo,seguro_hogar,act_ocasional,tienen_creditos,rechazo_cred_cual,retpag_pub,retpag_salud,retpag_educ,retpag_arren,retpag_almac,retpag_compra,retpag_tend,retpag_efinan,proviene_2010,fhog_2013,fexhog_2013,fhog_2010,fexhog_2010,tercil2013,religion_No,religion_SI,religion_Si,religion1_2013_Cat�lica,religion1_2013_Evang�lica y Pentecostal,religion1_2013_Iglesia de los Santos de los Ultimos D�as - mormones,religion1_2013_Judio,religion1_2013_Protestante tradicional o protestante no evang�lico,religion1_2013_Religiones orientales no cristianas,religion1_2013_Religiones tradicionales,religion1_2013_Testigos de Jehov�,religion2_2013_Cat�lica,religion2_2013_Evang�lica y Pentecostal,religion2_2013_Iglesia de los Santos de los Ultimos D�as - mormones,religion2_2013_Judio,religion2_2013_Ninguna,religion2_2013_Protestante tradicional o protestante no evang�lico,religion2_2013_Religiones orientales no cristianas,religion2_2013_Religiones tradicionales,religion2_2013_Testigos de Jehov�,hacinamiento,hacinamiento_critico,indice_activos,tasa_dependencia_proxy,privacion_vivienda,priv_educacion,priv_ninez,priv_salud,priv_vivienda,ipm_sintetico,pobre_ipm
3,2010_2013,211324,1,0,5.0,2.0,1.0,6,2.0,1,3,2,1,2.0,1,1,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,3,3,1,2,2,5,1.0,11,1.0,1.0,6.0,4,3.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.28571428571429,1.239461971752178,-2.7621348,1.0,rural,1.0,1.0,1.0,1.0,21132401.0,1.0,1970.0,39.0,10.0,3.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,2.0,0.15384615384615385,0,0,0,0,0,0.0,0
2,2010_2013,211325,1,0,5.0,2.0,1.0,10,1.0,1,3,2,3,2.0,1,3,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,3,2,2,1.0,0,1.0,1.0,6.0,4,3.0,1.0,1.0,1.0,1.0,1,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.28571428571429,1.239461971752178,-0.97859663,2.0,rural,1.0,1.0,1.0,1.0,21132501.0,1.0,1967.0,42.0,7.0,2.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1,5.0,0.23809523809523808,0,1,0,0,0,0.25,0
3,2010_2013,211326,1,0,5.0,2.0,1.0,8,1.0,1,3,2,3,2.0,1,3,1,1,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,3,3,2,1.0,0,1.0,1.0,6.0,4,3.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.28571428571429,1.239461971752178,-1.5299777,1.0,rural,1.0,1.0,1.0,1.0,21132601.0,1.0,1971.0,38.0,11.0,5.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,0,5.0,0.21052631578947367,0,0,0,0,0,0.0,0
3,2010_2013,211327,1,0,5.0,2.0,1.0,6,1.0,1,3,2,3,2.0,1,3,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,2,2,2,1.0,0,1.0,1.0,6.0,4,3.0,1.0,1.0,1.0,1.0,0,0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.28571428571429,1.239461971752178,-1.1454642,2.0,rural,1.0,1.0,1.0,1.0,21132701.0,1.0,1968.0,41.0,11.0,3.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,5.0,0.14634146341463414,0,0,0,0,0,0.0,0
3,2010_2013,211328,1,0,5.0,2.0,1.0,2,1.0,1,3,2,3,2.0,1,3,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,2,2,5,1.0,0,1.0,1.0,0.0,4,3.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,3,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.28571428571429,1.239461971752178,-2.3940568,1.0,rural,1.0,1.0,1.0,1.0,21132801.0,1.0,1945.0,64.0,4.0,1.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,0.03125,0,1,0,0,0,0.25,0
2,2010_2013,211329,1,0,5.0,2.0,1.0,8,2.0,1,3,3,3,2.0,1,3,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,3,3,2,1.0,0,1.0,1.0,6.0,4,1.0,1.0,1.0,1.0,1.0,1,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,2009.0,9.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.28571428571429,1.239461971752178,-1.3023745,2.0,rural,1.0,1.0,1.0,1.0,21132901.0,1.0,1951.0,58.0,4.0,5.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,0,5.0,0.13793103448275862,0,0,0,0,0,0.0,0
0,2010_2013,211330,1,0,5.0,2.0,1.0,7,1.0,1,3,2,3,2.0,1,3,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,4,3,2,1.0,0,1.0,1.0,3.0,4,3.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0.0,3,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.55984555984556,0.6699794441903666,-0.67355913,2.0,rural,1.0,1.0,1.0,1.0,21133001.0,1.0,1973.0,37.0,2.0,7.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3333333333333335,0,5.0,0.1891891891891892,0,0,0,0,0,0.0,0
2,2010_2013,211331,1,0,5.0,2.0,1.0,2,1.0,1,3,3,3,2.0,1,3,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,5,2,2,1.0,0,1.0,1.0,6.0,4,3.0,1.0,1.0,1.0,1.0,1,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.55984555984556,0.6699794441903666,-1.557201,1.0,rural,1.0,1.0,1.0,1.0,21133101.0,1.0,1950.0,60.0,2.0,2.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,6.0,0.03333333333333333,0,1,0,0,0,0.25,0
3,2010_2013,211332,1,0,5.0,2.0,1.0,3,1.0,1,3,3,3,2.0,1,3,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,2,2,2,1.0,0,1.0,1.0,6.0,4,3.0,1.0,1.0,1.0,1.0,1,0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,2006.0,12.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.55984555984556,0.6699794441903666,-0.99321979,2.0,rural,1.0,1.0,1.0,1.0,21133201.0,1.0,1954.0,56.0,0.0,2.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,7.0,0.05357142857142857,0,1,0,0,0,0.25,0
3,2010_2013,211333,1,0,5.0,2.0,1.0,2,1.0,1,3,3,3,2.0,1,3,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,2,2,2,1.0,0,1.0,1.0,6.0,4,3.0,1.0,1.0,1.0,1.0,0,0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.55984555984556,0.6699794441903666,-1.6679283,1.0,rural,1.0,1.0,1.0,1.0,21133301.0,1.0,1960.0,49.0,9.0,4.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5.0,0.04081632653061224,0,0,0,0,0,0.0,0
2,2010_2013,211334,1,0,5.0,2.0,1.0,5,1.0,1,3,0,3,2.0,1,3,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,2,2,2,1.0,0,1.0,1.0,6.0,4,3.0,1.0,1.0,1.0,1.0,1,1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.55984555984556,0.6699794441903666,-0.90603912,2.0,rural,1.0,1.0,1.0,1.0,21133401.0,1.0,1972.0,37.0,11.0,7.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,7.0,0.13513513513513514,0,0,0,0,0,0.0,0
3,2010_2013,211335,1,0,5.0,2.0,1.0,3,1.0,1,4,2,3,2.0,1,3,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,2,1.0,0,1.0,1.0,6.0,1,3.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,3,1,3,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.10084033613445,1.458190555002562,-2.2175336,1.0,rural,1.0,1.0,1.0,1.0,21133501.0,1.0,1982.0,28.0,2.0,2.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,3.0,0.10714285714285714,1,1,0,0,1,0.5,1
3,2010_2013,211336,1,0,5.0,2.0,1.0,2,1.0,1,3,2,3,2.0,1,3,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,2,1.0,0,1.0,1.0,6.0,0,3.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,2005.0,3.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.10084033613445,1.458190555002562,-1.756075,1.0,rural,1.0,1.0,1.0,1.0,21133601.0,1.0,1948.0,62.0,3.0,1.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,4.0,0.03225806451612903,0,1,0,0,0,0.25,0
3,2010_2013,211337,1,0,5.0,2.0,1.0,4,1.0,1,3,7,3,2.0,1,3,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,3,2,2,1.0,0,1.0,1.0,6.0,4,3.0,1.0,1.0,1.0,1.0,0,0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,3,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.28571428571429,1.239461971752178,-1.4113811,2.0,rural,1.0,1.0,1.0,1.0,21133701.0,1.0,1954.0,56.0,0.0,5.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,6.0,0.07142857142857142,0,0,0,0,0,0.0,0
3,2010_2013,211338,1,0,5.0,2.0,1.0,4,1.0,1,3,2,1,2.0,1,3,3,3,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,2,1,2,1.0,0,1.0,1.0,6.0,1,3.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.28571428571429,1.239461971752178,-1.8350396,1.0,rural,1.0,1.0,1.0,1.0,21133801.0,1.0,1968.0,41.0,11.0,5.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1,3.0,0.0975609756097561,0,0,0,0,0,0.0,0
2,2010_2013,211340,1,0,5.0,2.0,1.0,2,1.0,1,3,2,3,2.0,1,3,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,4,1,2,1.0,0,1.0,1.0,6.0,4,3.0,1.0,1.0,1.0,1.0,1,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.944099378881987,1.077793018914937,-1.2439278,2.0,rural,1.0,1.0,1.0,1.0,21134001.0,1.0,1955.0,54.0,7.0,11.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,5.0,0.037037037037037035,0,0,0,0,0,0.0,0
0,2010_2013,211341,1,0,5.0,2.0,1.0,2,1.0,1,2,2,3,2.0,1,3,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,3,1,2,1.0,0,1.0,1.0,6.0,4,3.0,1.0,1.0,1.0,1.0,1,0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,3,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.944099378881987,1.077793018914937,-0.35592613,2.0,rural,1.0,1.0,1.0,1.0,21134101.0,1.0,1947.0,62.0,9.0,2.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,7.0,0.03225806451612903,0,1,0,0,0,0.25,0
1,2010_2013,211342,1,0,5.0,2.0,1.0,4,2.0,1,3,0,3,2.0,1,3,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,2,2,2,1.0,0,1.0,1.0,3.0,4,3.0,1.0,1.0,1.0,0.0,1,0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,3,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.55984555984556,0.6699794441903666,-0.58147311,2.0,rural,1.0,1.0,1.0,1.0,21134201.0,1.0,1952.0,58.0,1.0,5.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,7.0,0.06896551724137931,0,0,0,0,0,0.0,0
3,2010_2013,211343,1,0,5.0,2.0,1.0,8,1.0,1,3,0,3,2.0,1,3,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,3,2,2,1.0,0,1.0,1.0,6.0,4,3.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0.0,1,1,1,0.0,0.0,0.0,0.0,1,1,3,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2009.0,6.0,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.55984555984556,0.6699794441903666,-2.0146112,1.0,rural,1.0,1.0,1.0,1.0,21134301.0,1.0,1962.0,47.0,5.0,3.0,2010,0.0,4.0,164166.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32083320617676,0.6969703477220278,19.32083333333334,0.7079565776153934,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1,5.0,0.1702127659574468,0,0,0,0,0,0.0,0
